,C1,C2,C3
1973-08-31,6.133467,2.566507,0.5737145
1973-09-04,6.0652328,2.6428823,0.5997249
1973-09-05,5.777753,2.6758587,0.6649415
1973-09-06,5.794117,2.735077,0.65513974
1973-09-07,5.720265,2.6941721,0.72192913
1973-09-10,6.0084434,2.7372134,0.65594035
1973-09-11,6.2590485,2.7762558,0.61896247
1973-09-12,6.2829657,2.8754535,0.64296424
1973-09-13,6.2933936,2.8992927,0.67870104
1973-09-14,6.16066,2.8858943,0.74245405
1973-09-17,5.819453,2.8051524,0.8661682
1973-09-18,5.6272087,2.6598887,0.9474079
1973-09-19,5.6674175,2.6437562,0.8976399
1973-09-20,5.511438,2.5843678,0.9274953
1973-09-21,5.175829,2.3989918,0.869403
1973-09-24,4.8731513,2.148896,0.6785157
1973-09-25,4.7709136,2.1046696,0.598406
1973-09-26,4.772477,2.0421662,0.52724254
